DIRECTORIO,REGION,CANT_HOGARES_VIVIENDA,Ubicacion,Tipo_vivienda,Material_exterior,Material_piso,Material_techo,Estrato,SECUENCIA_ENCUESTA_x,Num_Cuartos,Num_cuartos_para_dormir,Ingreso_hogar,Ingreso_percapita,cantidad_personas,Recibieron_Subsidio,Dinero_subsidio,Veces_lavadora,Tamaño_nevera,Horas_pc,Pago_energia,Pago_gas,SECUENCIA_P,ID,Sexo,Edad,Parentesco,Estado_civil,Conyuge,Padre_vive,Madre_vive,Cultura,Campesino,Satisfaccion_vida,Satisfaccion_economica,Satisfaccion_salud,Satisfaccion_trabajo,Felicidad,Tristeza,Escalon_vida,Tiene_EPS,Percepcion,Prepagada,Estado_salud,Enfermedad_grave,Sabe_escribir_leer,Estudia?,Nivel_educativo,Publico_privado,Actividad,Pension,Recibe_ingreso,Recibe_ingreso_alimento,Recibe_ingreso_bienes
7206955,6,1,2,1,1,4,3,2,1,4,2,972500,324166,3,1,150000,2,2, ,46000, ,1,3,2,73,1,1,1,3,3,6,1,4,2,3,4,6,4,5,1,2,2,3,1,2,2,3, ,1,2,2,2,2
7206955,6,1,2,1,1,4,3,2,1,4,2,972500,324166,3,1,150000,2,2, ,46000, ,1,3,1,73,2,1,1,3,3,6,1,5,3,6,5,5,5,6,1,2,2,2,2,2,2,1, ,1,2,9,2,2
7206955,6,1,2,1,1,4,3,2,1,4,2,972500,324166,3,1,150000,2,2, ,46000, ,1,3,1,55,7,5, ,3,3,6,9,5,99,5,5,5,5,5,1,2,2,3,1,2,2,1, ,5,2,9,9,9
7207077,4,1,1,2,1,6,1,1,1,4,3,116666,116666,1,1,200000, , , ,16500, ,1,3,2,39,1,4, ,3,2,5,1,6,4,5,6,4,4,4,1,2,2,4,2,2,2,1, ,1,2,2,2,2
7207290,9,1,1,1,5,6,4,1,1,3,2,890000,178000,5,1,1600000, , , ,4450,44000,1,3,2,33,1,4, ,2,2,1,1,5,6,7,7,4,0,7,1,3,2,3,2,1,2,3, ,1,2,2,2,2
7207290,9,1,1,1,5,6,4,1,1,3,2,890000,178000,5,1,1600000, , , ,4450,44000,1,2,1,17,3,5, ,2,1,1,1,4,99,7,8,4,0,7,1,3,2,2,2,1,1, ,1,3,2,2,2,2
7207290,9,1,1,1,5,6,4,1,1,3,2,890000,178000,5,1,1600000, , , ,4450,44000,1,2,1,15,3,5, ,2,1,1,1,4,99,8,9,4,0,8,1,3,2,2,2,1,1, ,1,3,2,2,2,2
7207290,9,1,1,1,5,6,4,1,1,3,2,890000,178000,5,1,1600000, , , ,4450,44000,1,2,2,13,3,5, ,2,1,1, , , , , , , , ,1,3,2,2,2,1,1, ,1,3, ,2,2,2
7207292,9,1,1,2,1,4,3,1,1,1,1,936666,312222,3,1,800000, ,1, ,20000, ,1,3,2,60,1,3, ,3,3,6,2,10,5,10,8,9,0,9,1,2,2,3,2,1,2,3, ,1,2,2,2,2
7207292,9,1,1,2,1,4,3,1,1,1,1,936666,312222,3,1,800000, ,1, ,20000, ,1,3,2,26,3,5, ,3,1,6,2,10,99,8,10,9,0,9,1,2,2,3,2,1,1, ,1,3,2,2,2,2
7207292,9,1,1,2,1,4,3,1,1,1,1,936666,312222,3,1,800000, ,1, ,20000, ,1,3,1,19,3,5, ,3,1,6,2,5,99,6,10,9,0,8,1,2,2,3,2,1,2,5, ,6,2,2,2,2
7207293,9,1,1,3,1,4,1,1,1,1,1,1430000,1430000,1,1,4800000, ,1, ,0, ,1,3,2,24,1,5, ,2,2,6,2,9,3,8,8,8,0,8,1,3,2,2,2,1,1, ,1,3,2,2,2,2
7207350,9,1,2,1,5,5,4, ,1,1,1,958333,958333,1,1,10000000, , , , , ,1,3,2,33,1,5, ,2,2,6,1,9,99,8,6,3,7,5,1,3,2,2,2,1,2,3, ,4,2,2,2,2
7207397,9,1,2,4,5,5,4, ,1,2,2,833333,277777,3,1,4000000, , , , , ,1,3,1,51,1,2,1,2,2,1,2,10,8,8,7,8,8,8,1,2,2,1,2,1,2,3, ,1,2,2,2,2
7207397,9,1,2,4,5,5,4, ,1,2,2,833333,277777,3,1,4000000, , , , , ,1,3,2,46,2,2,1,2,2,1,2,10,9,7,4,7,5,6,1,2,2,2,2,1,2,3, ,4,2,2,2,2
7207397,9,1,2,4,5,5,4, ,1,2,2,833333,277777,3,1,4000000, , , , , ,1,3,1,18,3,5, ,1,1,1,2,9,99,9,6,9,4,6,1,2,2,2,2,1,2,5, ,2,2,2,2,2
7207400,9,1,2,4,5,5,4, ,1,2,2,1170000,195000,6,1,6000000, , , , , ,1,3,2,32,1,2,1,2,2,1,2,9,2,9,6,9,6,8,1,2,2,3,2,2,2,1, ,1,2,2,2,2
7207400,9,1,2,4,5,5,4, ,1,2,2,1170000,195000,6,1,6000000, , , , , ,1,3,1,32,2,2,1,2,3,1,2,9,8,8,7,8,1,10,1,2,2,1,2,1,2,3, ,1,2,2,2,2
7207400,9,1,2,4,5,5,4, ,1,2,2,1170000,195000,6,1,6000000, , , , , ,1,2,2,17,3,5, ,1,1,1,2,9,99,8,2,9,0,10,1,2,2,2,2,1,1, ,1,3,2,2,2,2
7207400,9,1,2,4,5,5,4, ,1,2,2,1170000,195000,6,1,6000000, , , , , ,1,2,1,16,3,5, ,1,1,1,2,10,99,9,10,10,0,7,1,1,2,1,2,1,1, ,1,3,2,2,2,2
7207400,9,1,2,4,5,5,4, ,1,2,2,1170000,195000,6,1,6000000, , , , , ,1,2,2,13,3,5, ,1,1,1, , , , , , , , ,1,2,2,2,2,1,1, ,1,3, ,2,2,2
7207406,9,1,2,1,5,5,4,8,1,2,1,520000,173333,3,1,2000000, , , ,50000, ,1,3,1,49,1,2,1,2,2,1,2,10,4,10,6,8,2,9,1,3,2,2,2,1,2,3, ,1,2,2,2,2
7207406,9,1,2,1,5,5,4,8,1,2,1,520000,173333,3,1,2000000, , , ,50000, ,1,3,2,61,2,2,1,3,3,1,2,8,2,4,5,7,4,7,1,2,2,2,2,2,2,1, ,4,2,2,2,2
7207406,9,1,2,1,5,5,4,8,1,2,1,520000,173333,3,1,2000000, , , ,50000, ,1,5,1,19,3,5, ,1,1,1,2,10,7,8,6,10,0,8,2, ,2,1,2,1,2,3, ,2,2,2,2,2
7210271,1,1,1,2,4,6,4,2,1,2,1,456666,114166,4,1,80000, , , ,20000, ,1,3,1,22,1,2,1,2,2,6,2,5,5,9,5,5,3,5,1,2,2,2,2,1,2,5, ,1,2,2,2,2
7210271,1,1,1,2,4,6,4,2,1,2,1,456666,114166,4,1,80000, , , ,20000, ,1,3,2,21,2,2,1,2,2,6,2,5,99,10,10,10,0,10,1,2,2,2,2,1,2,5, ,4,2,2,2,2
7210509,1,1,2,1,1,6,3,9,1,3,1,1715000,857500,2,1,9000000,2,2, ,21050, ,1,3,1,67,1,2,1,3,3,6,1,10,10,10,10,10,0,10,1,1,2,2,2,1,2,3, ,1,2,2,2,2
7210509,1,1,2,1,1,6,3,9,1,3,1,1715000,857500,2,1,9000000,2,2, ,21050, ,1,3,2,57,2,2,1,3,2,6,1,10,10,8,10,10,0,10,1,2,2,3,1,1,2,3, ,4,2,2,2,2
7210747,1,1,1,1,3,6,4,0,1,2,2,615416,153854,4,3,1045000, , , ,0, ,1,3,1,46,1,4, ,2,2,6,1,10,10,7,10,9,0,7,9, ,2,2,2,1,2,1, ,2,2,2,2,2
7210747,1,1,1,1,3,6,4,0,1,2,2,615416,153854,4,3,1045000, , , ,0, ,1,3,1,21,9,2,1,2,2,6,1,8,8,10,6,8,1,5,1,3,2,2,2,1,2,4, ,1,2,2,2,2
7210747,1,1,1,1,3,6,4,0,1,2,2,615416,153854,4,3,1045000, , , ,0, ,1,3,2,22,9,2,1,2,2,6,1,10,8,10,9,8,8,6,1,2,2,2,2,1,1, ,2,4,2,2,2,2
7210937,1,1,2,1,1,4,3,1,1,3,2,2652764,884254,3,1,2400000,2,2, ,99,22000,1,3,1,46,1,2,1,3,2,5,1,10,9,9,9,10,0,8,1,2,2,2,2,1,2,5, ,1,1,2,2,2
7210937,1,1,2,1,1,4,3,1,1,3,2,2652764,884254,3,1,2400000,2,2, ,99,22000,1,3,2,42,2,2,1,2,2,5,1,10,9,7,10,10,3,10,1,2,2,3,2,1,2,9, ,1,1,2,2,2
7210937,1,1,2,1,1,4,3,1,1,3,2,2652764,884254,3,1,2400000,2,2, ,99,22000,1,3,1,23,3,5, ,1,1,5,1,10,99,10,10,10,0,10,1,2,2,2,2,1,1, ,1,3,2,2,2,2
7210976,1,1,2,1,1,6,4,1,1,2,1,591666,197222,3,3,900000, ,2, ,40000, ,1,3,2,40,1,4, ,2,2,6,1,7,7,8,9,6,2,8,1,2,2,3,2,1,2,3, ,1,2,2,1,2
7210976,1,1,2,1,1,6,4,1,1,2,1,591666,197222,3,3,900000, ,2, ,40000, ,1,2,2,17,3,5, ,2,1,6,1,10,99,10,10,10,0,6,1,2,2,2,2,1,1, ,1,3,2,2,2,2
7210976,1,1,2,1,1,6,4,1,1,2,1,591666,197222,3,3,900000, ,2, ,40000, ,1,2,1,15,3,5, ,2,1,6,1,10,99,10,10,10,0,8,1,2,2,2,2,1,1, ,1,3,2,2,2,2
7211208,2,1,2,2,1,6,1,2,1,3,2,1062500,265625,4,1,1200000,2, , ,18000,15000,1,3,1,26,1,2,1,2,2,6,1,10,8,6,10,9,1,9,1, ,2,3,2,1,2,4, ,1,2,2,2,2
7211208,2,1,2,2,1,6,1,2,1,3,2,1062500,265625,4,1,1200000,2, , ,18000,15000,1,3,2,32,2,2,1,2,2,6,1,10,99,10,10,10,0,9,1,2,2,2,2,1,2,5, ,4,2,2,1,2
7211208,2,1,2,2,1,6,1,2,1,3,2,1062500,265625,4,1,1200000,2, , ,18000,15000,1,2,1,13,3,5, ,2,1,6, , , , , , , , ,1,2,2,3,2,1,1, ,1,3, ,2,2,2
7211226,2,1,2,1,1,6,2,1,1,3,2,1419166,283833,5,1,80000,2,2, ,15000, ,1,3,1,24,1,1,1,2,2,6,1,8,9,8,7,8,1,8,1,2,2,2,2,1,2,4, ,1,2,2,2,2
7211226,2,1,2,1,1,6,2,1,1,3,2,1419166,283833,5,1,80000,2,2, ,15000, ,1,3,2,39,2,1,1,2,2,6,1,9,9,9,8,9,1,9,1,3,2,2,2,1,2,4, ,1,2,2,2,2
7211226,2,1,2,1,1,6,2,1,1,3,2,1419166,283833,5,1,80000,2,2, ,15000, ,1,2,2,16,3,5, ,2,1,6,1,10,99,9,9,9,1,9,1,2,2,2,2,1,1, ,1,3,2,2,2,2
7211232,2,1,2,1,1,4,4,2,1,4,4,1106583,368861,3,1,175000, ,1, ,38000,50000,1,3,1,47,1,2,1,3,2,6,1,10,10,10,10,10,0,10,1,3,2,2,2,1,2,3, ,1,1,2,2,2
7211232,2,1,2,1,1,4,4,2,1,4,4,1106583,368861,3,1,175000, ,1, ,38000,50000,1,3,2,46,2,2,1,3,2,6,1,10,10,10,10,10,0,10,1,3,2,2,2,1,2,3, ,4,2,2,2,2
7211232,2,1,2,1,1,4,4,2,1,4,4,1106583,368861,3,1,175000, ,1, ,38000,50000,1,3,2,30,3,5, ,1,1,6,1,10,99,4,0,6,0,10,1,3,2,2,1,2,2,1, ,5,2,2,2,2
7211241,2,1,2,1,1,4,3,1,1,4,3,4243565,707260,6,2,4000000,2,2, ,28000, ,1,3,1,51,1,6,1,3,3,6,1,9,9,9,9,8,2,7,1,2,2,2,2,1,2,3, ,6,2,2,2,2
7211241,2,1,2,1,1,4,3,1,1,4,3,4243565,707260,6,2,4000000,2,2, ,28000, ,1,3,2,49,2,6,1,1,1,6,1,9,99,8,8,8,2,9,1,2,2,2,1,1,2,5, ,4,2,2,2,2
7211241,2,1,2,1,1,4,3,1,1,4,3,4243565,707260,6,2,4000000,2,2, ,28000, ,1,3,1,29,3,5, ,1,1,6,1,8,8,8,8,8,1,9,1,2,2,2,2,1,2,5, ,1,1,2,2,2
7211241,2,1,2,1,1,4,3,1,1,4,3,4243565,707260,6,2,4000000,2,2, ,28000, ,1,3,1,18,3,5, ,1,1,6,1,8,9,9,9,9,1,10,1,2,2,2,2,1,2,5, ,1,1,2,2,2
7211241,2,1,2,1,1,4,3,1,1,4,3,4243565,707260,6,2,4000000,2,2, ,28000, ,1,3,1,79,6,6,1,3,3,6,1,8,99,9,9,9,1,9,1,2,2,3,2,1,2,1, ,4,2,2,2,2
7211241,2,1,2,1,1,4,3,1,1,4,3,4243565,707260,6,2,4000000,2,2, ,28000, ,1,3,2,67,6,6,1,3,3,6,1,9,9,9,8,8,2,9,1,2,2,2,2,1,2,3, ,6,3,2,2,2
7211248,2,1,2,1,1,6,4,1,1,2,1,575000,575000,1,1,1500000, ,2, ,12000, ,1,3,1,53,1,6,2,3,3,6,1,9,9,9,8,8,2,8,1,2,2,2,2,2,2,1, ,1,2,2,2,2
7211249,2,1,2,1,1,6,4,1,1,2,1,380000,380000,1,1,720000, ,1, ,7000, ,1,3,1,69,1,3, ,3,3,6,1,10,99,8,7,9,1,6,1,2,2,3,1,2,2,3, ,6,2,2,2,2
7211250,2,1,2,1,1,6,4,1,1,3,2,1130000,282500,4,4,4800000, ,2, ,12000, ,1,3,2,38,1,6,1,2,2,6,1,9,8,9,9,8,0,8,1,2,2,2,2,1,2,3, ,4,2,2,2,2
7211250,2,1,2,1,1,6,4,1,1,3,2,1130000,282500,4,4,4800000, ,2, ,12000, ,1,3,1,47,2,6,1,2,2,6,1,8,9,8,8,9,1,8,1,2,2,2,2,1,2,3, ,1,2,2,2,2
7211250,2,1,2,1,1,6,4,1,1,3,2,1130000,282500,4,4,4800000, ,2, ,12000, ,1,2,1,17,3,5, ,1,1,6,1,8,99,9,9,9,0,10,1,2,2,2,2,1,2,4, ,1,2,2,2,2
7211250,2,1,2,1,1,6,4,1,1,3,2,1130000,282500,4,4,4800000, ,2, ,12000, ,1,2,2,15,3,5, ,1,1,6,1,9,99,10,9,10,0,10,1,2,2,2,2,1,1, ,1,3,2,2,2,2
7211252,2,1,2,1,1,6,4,1,1,3,2,736666,184166,4,4,800000, ,1, ,7500, ,1,3,1,74,1,2,1,3,3,6,1,8,8,9,8,6,7,7,1,2,2,3,1,2,2,3, ,5,2,2,2,2
7211252,2,1,2,1,1,6,4,1,1,3,2,736666,184166,4,4,800000, ,1, ,7500, ,1,3,2,47,2,2,1,3,3,6,1,8,7,9,8,7,6,5,1,2,2,2,1,1,2,4, ,4,2,2,2,2
7211252,2,1,2,1,1,6,4,1,1,3,2,736666,184166,4,4,800000, ,1, ,7500, ,1,3,1,59,7,5, ,3,3,6,1,8,8,8,6,4,6,4,1,2,2,3,2,1,2,5, ,2,2,2,2,2
7211253,2,1,2,1,1,4,4,1,1,3,2,390833,390833,1,1,700000, , , ,25000, ,1,3,2,63,1,5, ,3,3,6,1,8,6,7,7,8,3,8,1,2,2,3,1,1,2,5, ,4,2,2,2,2
7211256,2,1,2,1,1,6,4,1,1,3,2,1168000,292000,4,3,1200000, ,1, ,9000, ,1,3,2,27,1,2,1,2,2,6,1,9,6,9,8,8,2,8,1,2,2,2,2,1,2,3, ,4,2,2,2,2
7211256,2,1,2,1,1,6,4,1,1,3,2,1168000,292000,4,3,1200000, ,1, ,9000, ,1,3,1,23,2,2,1,2,2,6,1,9,8,8,8,8,2,8,1, ,2,2,2,1,2,3, ,1,2,2,2,2
7211263,2,1,2,1,1,6,4,0,1,2,1,952000,317333,3,3,1500000, ,1, ,10000, ,1,3,1,36,1,2,1,2,2,6,1,9,8,7,8,7,8,8,1,2,2,2,2,1,2,5, ,1,1,2,2,2
7211263,2,1,2,1,1,6,4,0,1,2,1,952000,317333,3,3,1500000, ,1, ,10000, ,1,3,2,25,2,2,1,2,2,6,1,8,99,8,8,7,6,8,1,2,2,2,2,1,2,5, ,4,2,2,2,2
7211271,2,1,2,1,1,4,4,1,1,3,2,927000,309000,3,2,3000000, ,2, ,12000, ,1,3,2,35,1,4, ,3,2,6,1,9,3,9,8,9,1,9,1,2,2,2,2,1,2,5, ,1,1,2,2,2
7211271,2,1,2,1,1,4,4,1,1,3,2,927000,309000,3,2,3000000, ,2, ,12000, ,1,2,2,15,3,5, ,2,1,6,1,9,99,9,8,9,2,9,1,2,2,2,2,1,1, ,1,3,2,2,2,2
7211273,2,1,2,1,1,6,3,0,1,2,1,495000,165000,3,1,99, ,1, ,21000, ,1,3,1,26,1,2,1,2,2,6,1,8,6,7,4,6,3,4,1,2,2,2,2,1,2,3, ,1,2,2,2,2
7211273,2,1,2,1,1,6,3,0,1,2,1,495000,165000,3,1,99, ,1, ,21000, ,1,3,2,24,2,2,1,2,2,6,1,7,99,6,5,10,0,6,1,2,2,2,2,1,2,4, ,4,2,2,2,2
7211764,2,1,2,1,5,7,4,1,1,1,1,173333,86666,2,1,440000, , , ,5000, ,1,3,1,68,1,2,1,3,3,6,1,1,99,9,8,8,7,6,1,4,2,2,2,1,2,3, ,4,2,2,2,2
7211764,2,1,2,1,5,7,4,1,1,1,1,173333,86666,2,1,440000, , , ,5000, ,1,3,2,57,2,2,1,3,3,6,1,5,99,8,8,9,1,7,1,4,2,2,2,2,2,1, ,4,2,2,2,2
7211787,2,1,1,1,1,6,4,2,1,2,2,1432500,358125,4,1,414000,2,1, ,16000,10500,1,3,1,32,1,2,1,2,2,6,1,7,8,9,6,5,8,10,1,3,2,2,2,1,2,3, ,1,2,2,2,2
7211787,2,1,1,1,1,6,4,2,1,2,2,1432500,358125,4,1,414000,2,1, ,16000,10500,1,3,2,34,2,2,1,2,3,6,2,10,99,7,0,10,3,10,1,2,2,3,1,1,2,5, ,4,2,2,2,2
7211787,2,1,1,1,1,6,4,2,1,2,2,1432500,358125,4,1,414000,2,1, ,16000,10500,1,2,1,13,3,5, ,1,1,6, , , , , , , , ,1,2,2,2,2,1,1, ,1,3, ,2,2,2
7211835,2,1,2,1,1,6,3,1,1,4,1,1227125,409041,3,1,360000,2,1, ,0, ,1,3,1,26,1,2,1,2,2,6,1,8,8,9,9,9,1,10,1,3,2,2,2,1,2,5, ,1,2,2,2,2
7211835,2,1,2,1,1,6,3,1,1,4,1,1227125,409041,3,1,360000,2,1, ,0, ,1,3,2,25,2,2,1,2,2,6,1,8,99,9,8,9,0,10,1,2,2,2,2,1,2,5, ,4,2,2,2,2
7211860,2,1,2,1,1,6,3,2,1,3,2,1194000,298500,4,1,424000,2,2, ,0, ,1,3,1,26,1,2,1,3,3,6,1,8,6,8,6,7,3,10,1,2,2,2,2,1,2,3, ,1,1,2,2,2
7211860,2,1,2,1,1,6,3,2,1,3,2,1194000,298500,4,1,424000,2,2, ,0, ,1,3,2,28,2,2,1,2,2,6,1,10,99,10,10,10,0,6,1,2,2,2,2,1,2,4, ,4,2,2,2,2
7211927,2,1,1,1,1,4,3,2,1,4,3,3085833,259314,10,1,120000, , , ,0, ,1,3,2,27,1,2,1,3,2,6,1,2,5,8,8,3,4,6,2, ,2,1,2,1,2,5, ,4,2,2,2,2
7211927,2,1,1,1,1,4,3,2,1,4,3,3085833,259314,10,1,120000, , , ,0, ,1,3,1,21,2,2,1,2,2,6,1,10,1,9,10,7,9,10,2, ,2,2,2,1,2,4, ,2,2,2,2,2
7211927,2,1,1,1,1,4,3,2,1,4,3,3085833,259314,10,1,120000, , , ,0, ,1,3,2,26,9,5, ,2,2,1,1,10,7,10,5,8,4,8,2, ,2,2,2,1,2,11, ,1,2,2,2,2
7211927,2,1,1,1,1,4,3,2,1,4,3,3085833,259314,10,1,120000, , , ,0, ,1,3,2,28,9,5, ,2,3,1,1,5,6,8,6,5,9,4,1,3,2,3,2,1,2,4, ,1,2,2,2,2
7211927,2,1,1,1,1,4,3,2,1,4,3,3085833,259314,10,1,120000, , , ,0, ,1,3,2,20,9,5, ,2,3,1,2,5,1,9,8,8,0,4,2, ,2,2,2,1,2,5, ,4,2,2,2,2
7211927,2,1,1,1,1,4,3,2,1,4,3,3085833,259314,10,1,120000, , , ,0, ,1,3,2,38,10,4, ,2,2,6,2,8,8,9,8,8,2,6,2, ,2,2,2,1,2,4, ,1,2,2,2,2
7211927,2,1,1,1,1,4,3,2,1,4,3,3085833,259314,10,1,120000, , , ,0, ,1,3,2,28,14,5, ,3,2,1,1,3,2,9,0,6,4,10,2, ,2,2,2,1,2,5, ,2,2,2,2,2
7211927,2,1,1,1,1,4,3,2,1,4,3,3085833,259314,10,1,120000, , , ,0, ,1,2,2,17,14,5, ,3,2,1,1,9,8,10,6,4,1,5,2, ,2,2,2,1,2,5, ,1,2,2,2,2
7211927,2,1,1,1,1,4,3,2,1,4,3,3085833,259314,10,1,120000, , , ,0, ,1,3,2,24,14,4, ,2,2,6,2,10,1,9,8,3,2,10,2, ,2,2,2,1,2,3, ,4,2,2,1,2
7211985,2,1,1,1,5,6,4,1,1,1,1,1975833,493958,4,1,40000,2,1, ,45000, ,1,3,1,31,1,2,1,2,2,6,2,5,5,8,6,7,2,5,1,2,2,2,2,1,2,5, ,1,1,2,2,2
7211985,2,1,1,1,5,6,4,1,1,1,1,1975833,493958,4,1,40000,2,1, ,45000, ,1,3,2,27,2,2,1,2,2,6,2,7,5,7,6,9,0,7,1,2,2,2,2,1,2,5, ,6,2,2,2,2
7212137,2,1,1,1,1,4,4,2,1,4,3,3600000,514285,7,3,1200000,2,1, ,30000,30000,1,3,2,55,1,6,1,2,2,6,1,9,7,8,7,0,10,7,1,2,2,2,2,1,2,5, ,1,2,2,2,2
7212137,2,1,1,1,1,4,4,2,1,4,3,3600000,514285,7,3,1200000,2,1, ,30000,30000,1,3,1,56,2,6,1,3,3,6,1,10,8,8,10,10,0,8,1,2,2,3,2,1,2,3, ,1,1,2,2,2
7212137,2,1,1,1,1,4,4,2,1,4,3,3600000,514285,7,3,1200000,2,1, ,30000,30000,1,3,2,29,3,5, ,1,1,6,1,8,99,9,8,10,0,8,1,2,2,2,2,1,1, ,1,3,2,2,2,2
7212137,2,1,1,1,1,4,4,2,1,4,3,3600000,514285,7,3,1200000,2,1, ,30000,30000,1,3,1,24,3,5, ,1,1,6,1,10,8,10,10,10,0,10,1,2,2,2,2,1,2,9, ,1,1,2,2,2
7212137,2,1,1,1,1,4,4,2,1,4,3,3600000,514285,7,3,1200000,2,1, ,30000,30000,1,3,2,32,3,2,1,1,1,6,1,10,8,9,8,10,0,10,1,2,2,2,2,1,2,7, ,1,1,2,2,2
7212137,2,1,1,1,1,4,4,2,1,4,3,3600000,514285,7,3,1200000,2,1, ,30000,30000,1,3,1,33,8,2,1,2,2,6,1,9,8,10,7,10,0,8,1,2,2,2,2,1,2,5, ,1,2,2,2,2
7212361,2,1,2,1,1,6,4,1,1,4,1,612500,612500,1,1,750000, ,3, ,0, ,1,3,2,40,1,4, ,3,3,6,1,8,8,7,7,8,2,6,1,2,2,2,2,1,2,5, ,1,2,2,2,2
7212637,7,1,2,1,5,6,4, ,1,2,1,1190833,297708,4,1,1500000, , , , , ,1,3,2,27,1,2,1,2,2,5,1,10,99,10,10,10,0,10,1,2,2,3,2,1,2,4, ,4,2,2,2,2
7212637,7,1,2,1,5,6,4, ,1,2,1,1190833,297708,4,1,1500000, , , , , ,1,3,1,32,2,2,1,2,2,1,1,10,5,5,10,8,2,10,1,9,2,2,2,1,2,3, ,1,2,2,2,2
7212805,7,1,1,2,1,4,2,1,1,3,2,773250,193312,4,3,1479000, ,1, ,20000,30000,1,3,2,44,1,2,2,3,2,5,1,10,6,5,10,3,10,10,1,3,2,3,1,1,2,3, ,4,2,2,2,2
7212805,7,1,1,2,1,4,2,1,1,3,2,773250,193312,4,3,1479000, ,1, ,20000,30000,1,2,2,14,3,5, ,2,1,5, , , , , , , , ,1,9,2,2,2,1,1, ,1,3, ,2,2,2
7212805,7,1,1,2,1,4,2,1,1,3,2,773250,193312,4,3,1479000, ,1, ,20000,30000,1,3,2,22,3,4, ,2,1,5,1,10,99,10,7,8,0,7,2, ,2,2,2,1,2,4, ,4,2,2,1,2
7212910,4,1,1,2,1,4,1,2,1,2,1,605833,605833,1,1,70000, ,2, ,25000,26000,1,3,2,54,1,4, ,3,2,5,1,5,4,5,4,4,7,5,1,2,2,4,1,2,2,1, ,1,2,2,2,2
7212911,4,1,1,3,1,4,1,2,1,1,1,566666,566666,1,1,800000, , , ,25000, ,1,3,1,20,1,5, ,2,2,5,1,8,2,6,8,10,0,6,1,2,2,2,2,1,1, ,1,3,2,2,2,2
7213030,4,1,1,1,1,6,3,2,1,1,1,631666,210555,3,1,500000, ,2, ,18000, ,1,3,1,35,1,1,1,2,2,1,1,8,8,8,8,8,2,8,1,2,2,2,1,1,2,4, ,1,2,2,2,2
7213030,4,1,1,1,1,6,3,2,1,1,1,631666,210555,3,1,500000, ,2, ,18000, ,1,3,2,21,2,1,1,3,2,1,1,10,2,9,7,10,0,9,1,2,2,2,1,1,2,5, ,4,2,2,2,2
7213261,4,1,2,1,4,7,2,1,1,2,1,247500,123750,2,1,450000, ,1, ,7300, ,1,3,2,26,1,2,2,2,2,6,1,10,3,8,8,9,1,5,1,1,2,1,2,1,2,4, ,4,2,2,2,2
7213704,3,1,2,1,1,6,4,2,1,4,1,1050000,1050000,1,1,3000000, ,1, ,31500, ,1,3,1,48,1,6,2,2,3,6,1,8,7,10,9,10,0,6,1,3,2,3,1,1,2,3, ,1,2,2,2,2
7214250,6,1,1,2,1,6,1,0,1,3,2,1674616,558205,3,1,1080000,2,2, ,0, ,1,3,1,49,1,2,1,2,3,5,2,10,6,7,7,10,0,7,1,2,2,2,2,1,2,10, ,1,1,2,2,2
7214250,6,1,1,2,1,6,1,0,1,3,2,1674616,558205,3,1,1080000,2,2, ,0, ,1,3,2,37,2,2,1,2,2,5,1,8,99,7,2,9,1,6,1,2,2,3,2,1,2,4, ,4,2,2,2,2
7214276,6,1,2,1,5,6,4,1,1,2,2,215000,215000,1,1,1500000, ,2, ,40400, ,1,3,2,58,1,4, ,3,2,6,1,7,99,5,8,10,0,7,1,2,2,3,1,1,2,4, ,4,2,2,2,2
7214438,6,1,2,1,1,6,3, ,1,2,2,2037666,407533,5,1,680000, , , , , ,1,3,1,47,1,2,1,3,2,6,1,6,5,4,4,4,4,6,1,9,2,2,2,1,2,3, ,1,1,2,2,2
7214438,6,1,2,1,1,6,3, ,1,2,2,2037666,407533,5,1,680000, , , , , ,1,3,2,33,2,2,1,2,2,6,1,5,4,4,5,4,4,5,1,2,2,2,2,1,2,3, ,1,2,2,2,2
7214438,6,1,2,1,1,6,3, ,1,2,2,2037666,407533,5,1,680000, , , , , ,1,2,1,13,3,5, ,2,1,6, , , , , , , , ,1,2,2,2,2,1,1, ,1,3, ,2,2,2
7214438,6,1,2,1,1,6,3, ,1,2,2,2037666,407533,5,1,680000, , , , , ,1,2,2,12,3,5, ,2,1,6, , , , , , , , ,1,2,2,2,2,1,1, ,1,3, ,2,2,2
7214468,4,1,1,2,1,6,1,1,1,4,3,1011666,337222,3,1,600000,2,2, ,34500, ,1,3,2,29,1,2,2,3,2,5,2,8,5,8,7,8,0,8,1,2,2,2,2,1,2,5, ,4,2,2,1,2
7214479,4,1,1,2,1,6,1,1,1,4,2,407500,203750,2,1,700000,2,2, ,15200, ,1,3,2,29,1,2,2,2,2,5,2,8,5,8,8,8,0,6,1,3,2,2,2,1,2,7, ,4,2,2,2,2
7214751,4,1,2,1,1,6,4,1,1,4,2,350000,175000,2,1,1200000, ,1, ,31000, ,1,3,1,72,1,2,1,3,3,5,1,5,5,6,5,6,3,6,1,2,2,2,1,1,2,1, ,1,2,2,2,2
7214751,4,1,2,1,1,6,4,1,1,4,2,350000,175000,2,1,1200000, ,1, ,31000, ,1,3,2,60,2,2,1,3,2,5,1,5,99,4,0,6,4,7,1,2,2,2,2,1,2,3, ,4,2,2,2,2
