DIRECTORIO,REGION,CANT_HOGARES_VIVIENDA,Ubicacion,Tipo_vivienda,Material_exterior,Material_piso,Material_techo,Estrato,SECUENCIA_ENCUESTA_x,Num_Cuartos,Num_cuartos_para_dormir,Ingreso_hogar,Ingreso_percapita,cantidad_personas,Recibieron_Subsidio,Dinero_subsidio,Veces_lavadora,Tamaño_nevera,Horas_pc,Pago_energia,Pago_gas,SECUENCIA_P,ID,Sexo,Edad,Parentesco,Estado_civil,Conyuge,Padre_vive,Madre_vive,Cultura,Campesino,Satisfaccion_vida,Satisfaccion_economica,Satisfaccion_salud,Satisfaccion_trabajo,Felicidad,Tristeza,Escalon_vida,Tiene_EPS,Percepcion,Prepagada,Estado_salud,Enfermedad_grave,Sabe_escribir_leer,Estudia?,Nivel_educativo,Publico_privado,Actividad,Pension,Recibe_ingreso,Recibe_ingreso_alimento,Recibe_ingreso_bienes
7214961,9,1,1,1,1,6,4,1,1,5,3,751666,187916,4,1,60000, ,2, ,35000, ,1,3,1,52,1,6,1,3,3,1,1,8,8,8,8,8,0,7,1,2,2,2,2,1,2,1, ,4,2,2,2,2
7214961,9,1,1,1,1,6,4,1,1,5,3,751666,187916,4,1,60000, ,2, ,35000, ,1,3,2,49,2,6,1,2,2,1,1,8,7,6,6,4,5,7,1,2,2,3,2,2,2,1, ,4,2,2,2,2
7214961,9,1,1,1,1,6,4,1,1,5,3,751666,187916,4,1,60000, ,2, ,35000, ,1,3,2,19,3,5, ,1,1,1,9,8,7,8,6,8,0,7,1,2,2,2,2,1,1, ,1,4,2,2,2,2
7214961,9,1,1,1,1,6,4,1,1,5,3,751666,187916,4,1,60000, ,2, ,35000, ,1,2,2,14,3,5, ,1,1,1, , , , , , , , ,1,2,2,2,2,1,1, ,1,3, ,2,2,2
7214977,9,1,1,1,5,7,4, ,1,2,1,216666,216666,1,1,800000, , , , , ,1,3,2,57,1,3, ,3,2,6,2,9,4,8,1,9,1,8,1,3,2,1,2,1,2,3, ,4,2,2,2,2
7215024,9,1,2,1,5,6,4,9,1,3,2,390000,78000,5,5,900000, ,1, ,61000, ,1,3,1,41,1,2,1,2,2,6,1,8,8,7,8,8,3,8,1,2,2,1,2,1,2,5, ,4,2,2,2,2
7215024,9,1,2,1,5,6,4,9,1,3,2,390000,78000,5,5,900000, ,1, ,61000, ,1,3,2,46,2,2,1,2,2,1,1,8,8,8,8,6,7,8,1,2,2,1,2,1,2,5, ,4,2,2,2,2
7215024,9,1,2,1,5,6,4,9,1,3,2,390000,78000,5,5,900000, ,1, ,61000, ,1,2,1,14,3,5, ,1,1,6, , , , , , , , ,1,2,2,1,2,1,1, ,1,3, ,2,2,2
7215024,9,1,2,1,5,6,4,9,1,3,2,390000,78000,5,5,900000, ,1, ,61000, ,1,2,2,15,3,5, ,1,1,6,9,8,8,8,8,8,3,7,1,2,2,1,2,1,1, ,1,3,2,2,2,2
7215244,9,1,2,1,5,7,4,8,1,3,2,7856666,2618888,3,1,8000000, , , ,0, ,1,3,1,81,1,6,1,3,3,6,1,6,7,8,8,6,4,8,1,2,2,2,2,1,2,3, ,1,2,2,2,2
7215244,9,1,2,1,5,7,4,8,1,3,2,7856666,2618888,3,1,8000000, , , ,0, ,1,3,2,59,2,6,1,3,3,6,1,8,99,7,7,5,3,10,1,2,2,2,2,2,2,1, ,4,2,2,2,2
7215337,9,1,1,1,1,6,4,0,1,2,2,873333,218333,4,1,770000, ,1, ,30000, ,1,3,2,41,1,4, ,3,3,6,1,5,3,5,6,5,5,5,1,2,2,3,1,1,2,3, ,1,2,2,2,2
7215337,9,1,1,1,1,6,4,0,1,2,2,873333,218333,4,1,770000, ,1, ,30000, ,1,3,1,19,3,5, ,2,1,6,2,10,99,9,0,8,0,8,1,2,2,2,2,1,2,4, ,6,2,2,2,2
7215337,9,1,1,1,1,6,4,0,1,2,2,873333,218333,4,1,770000, ,1, ,30000, ,1,3,2,18,3,5, ,2,1,6,1,7,99,8,9,10,0,10,1,3,2,2,2,1,1, ,1,1,2,2,2,2
7215337,9,1,1,1,1,6,4,0,1,2,2,873333,218333,4,1,770000, ,1, ,30000, ,1,2,2,16,3,5, ,2,1,6,1,9,99,10,10,5,5,8,1,2,2,3,2,1,1, ,1,3,2,2,2,2
7215405,9,1,1,3,1,6,4,9,1,1,1,112750,112750,1,1,673000, , , ,99, ,1,3,1,62,1,5, ,3,3,6,1,10,5,3,5,10,0,8,1,2,2,3,1,1,2,4, ,5,2,2,2,2
7215478,9,1,2,1,5,6,4,1,1,3,2,396666,132222,3,2,500000, ,2, ,25800, ,1,3,1,30,1,2,1,3,2,6,1,8,5,7,5,6,0,5,1,2,2,2,2,1,2,3, ,1,2,2,2,2
7215478,9,1,2,1,5,6,4,1,1,3,2,396666,132222,3,2,500000, ,2, ,25800, ,1,3,2,28,2,2,1,2,3,6,1,8,1,9,4,8,0,7,1,2,2,2,2,1,2,4, ,4,2,2,2,2
7215520,9,1,2,1,5,5,4,8,1,4,3,3750000,1000000,4,1,12000000, ,3, ,0, ,1,3,2,57,1,4, ,3,2,6,1,5,2,2,3,4,7,5,1,2,2,4,1,1,2,1, ,6,1,2,2,2
7215520,9,1,2,1,5,5,4,8,1,4,3,3750000,1000000,4,1,12000000, ,3, ,0, ,1,3,1,33,3,2,1,1,1,6,1,8,3,8,5,10,0,7,1,3,2,2,2,1,2,3, ,1,2,2,2,2
7215520,9,1,2,1,5,5,4,8,1,4,3,3750000,1000000,4,1,12000000, ,3, ,0, ,1,3,2,23,12,2,1,3,2,6,1,8,5,10,8,10,0,7,1,3,2,2,2,1,2,3, ,1,2,2,2,2
7215520,9,1,2,1,5,5,4,8,1,4,3,3750000,1000000,4,1,12000000, ,3, ,0, ,1,3,1,63,9,4, ,3,2,6,1,4,99,3,4,4,6,3,2, ,2,1,2,2,2,1, ,4,2,2,2,2
7215722,1,1,1,1,1,7,4,1,1,4,3,2356666,392777,6,1,200000, , , ,56000,25000,1,3,1,65,1,6,1,3,3,6,2,10,0,0,0,0,10,5,1,3,2,3,2,1,2,3, ,1,2,2,2,2
7215722,1,1,1,1,1,7,4,1,1,4,3,2356666,392777,6,1,200000, , , ,56000,25000,1,3,2,50,2,6,1,2,3,6,2,9,99,9,10,0,10,5,1,2,2,2,2,2,2,3, ,4,2,2,2,2
7215722,1,1,1,1,1,7,4,1,1,4,3,2356666,392777,6,1,200000, , , ,56000,25000,1,3,2,18,3,5, ,1,1,6,2,5,99,10,0,5,3,5,1,2,2,2,2,1,2,5, ,4,2,2,2,2
7215722,1,1,1,1,1,7,4,1,1,4,3,2356666,392777,6,1,200000, , , ,56000,25000,1,3,2,22,3,2,1,1,1,6,2,5,99,10,4,10,0,5,1,2,2,2,2,1,2,5, ,4,2,2,2,2
7215722,1,1,1,1,1,7,4,1,1,4,3,2356666,392777,6,1,200000, , , ,56000,25000,1,3,1,21,8,2,1,2,2,6,2,10,6,10,6,10,0,5,1,2,2,2,2,1,2,5, ,1,2,2,2,2
7215778,1,1,1,1,1,4,1,3,1,4,2,13333,6666,2,1,80000,2,1, ,110000,25000,1,3,2,44,1,4, ,3,2,6,2,10,0,4,10,8,0,7,1,2,2,2,2,1,2,11, ,2,2,2,9,2
7215867,1,1,1,1,1,4,1,2,1,4,3,1758333,351666,5,1,1600000,2,2, ,220000,125000,1,3,1,50,1,2,2,3,1,6,2,10,6,6,10,10,0,7,1,2,2,1,2,1,2,5, ,4,2,2,2,2
7215867,1,1,1,1,1,4,1,2,1,4,3,1758333,351666,5,1,1600000,2,2, ,220000,125000,1,3,2,20,3,5, ,1,2,1,2,10,99,10,10,10,0,10,1,2,2,1,2,1,1, ,1,3,2,2,2,2
7215867,1,1,1,1,1,4,1,2,1,4,3,1758333,351666,5,1,1600000,2,2, ,220000,125000,1,3,1,18,3,5, ,1,2,6,2,10,99,10,10,10,0,10,1,2,2,1,2,1,1, ,1,3,2,2,1,2
7215867,1,1,1,1,1,4,1,2,1,4,3,1758333,351666,5,1,1600000,2,2, ,220000,125000,1,2,2,13,3,5, ,1,2,6, , , , , , , , ,1,2,2,1,2,1,1, ,1,3, ,2,1,2
7215867,1,1,1,1,1,4,1,2,1,4,3,1758333,351666,5,1,1600000,2,2, ,220000,125000,1,3,2,82,5,3, ,3,3,6,2,10,99,10,10,10,0,10,1,1,2,3,1,1,2,3, ,4,2,2,2,2
7215956,2,1,1,1,8,7,4,1,1,3,3,1109166,138645,8,2,300000, ,1, ,25000,15000,1,3,2,66,1,4, ,3,3,6,2,4,4,6,5,5,3,6,1,2,2,2,2,1,2,3, ,4,2,2,2,2
7215956,2,1,1,1,8,7,4,1,1,3,3,1109166,138645,8,2,300000, ,1, ,25000,15000,1,3,2,47,3,1,1,2,1,6,1,4,7,4,4,7,3,7,1,2,2,2,2,1,2,3, ,1,2,2,2,2
7215956,2,1,1,1,8,7,4,1,1,3,3,1109166,138645,8,2,300000, ,1, ,25000,15000,1,3,1,45,8,1,1,3,2,6,2,5,6,7,7,6,2,6,1,3,2,2,2,1,2,4, ,2,2,2,2,2
7215956,2,1,1,1,8,7,4,1,1,3,3,1109166,138645,8,2,300000, ,1, ,25000,15000,1,2,1,13,4,5, ,3,1,6, , , , , , , , ,1,2,2,2,2,1,1, ,1,3, ,2,2,2
7215956,2,1,1,1,8,7,4,1,1,3,3,1109166,138645,8,2,300000, ,1, ,25000,15000,1,3,2,39,3,5, ,2,1,6,1,7,5,7,6,6,4,6,1,2,2,2,2,1,2,4, ,1,2,2,1,2
7216179,7,1,1,2,1,4,1,1,1,4,4,3277000,655400,5,1,960000,2,3,8,141986, ,1,3,2,64,1,3, ,3,3,6,2,10,10,6,7,9,0,8,1,2,2,3,2,1,2,1, ,4,2,2,2,1
7216179,7,1,1,2,1,4,1,1,1,4,4,3277000,655400,5,1,960000,2,3,8,141986, ,1,3,2,46,3,4, ,2,1,6,2,8,6,6,7,7,5,5,1,2,2,3,2,1,2,5, ,1,2,2,2,2
7216179,7,1,1,2,1,4,1,1,1,4,4,3277000,655400,5,1,960000,2,3,8,141986, ,1,3,1,25,4,5, ,2,1,6,2,8,99,10,10,10,0,8,1,2,2,2,2,1,1, ,1,3,2,2,2,2
7216179,7,1,1,2,1,4,1,1,1,4,4,3277000,655400,5,1,960000,2,3,8,141986, ,1,3,1,36,3,5, ,3,1,6,2,8,3,10,8,10,0,7,1,3,2,2,2,1,2,5, ,1,1,2,2,2
7216179,7,1,1,2,1,4,1,1,1,4,4,3277000,655400,5,1,960000,2,3,8,141986, ,1,3,1,66,7,5, ,3,3,6,2,10,8,5,9,10,4,9,1,2,2,3,1,2,2,1, ,4,2,2,2,2
7216497,3,1,1,1,1,6,3,2,1,3,3,2008667,286952,7,1,3500000, ,2, ,86000,45000,1,3,2,39,1,4, ,3,1,6,2,5,3,10,5,7,0,8,1,4,2,2,2,1,2,4, ,4,2,2,1,2
7216497,3,1,1,1,1,6,3,2,1,3,3,2008667,286952,7,1,3500000, ,2, ,86000,45000,1,2,2,14,3,5, ,2,1,6, , , , , , , , ,1,3,2,1,2,1,1, ,1,3, ,2,2,2
7216497,3,1,1,1,1,6,3,2,1,3,3,2008667,286952,7,1,3500000, ,2, ,86000,45000,1,2,1,12,3,5, ,2,1,6, , , , , , , , ,1,4,2,2,1,2,1, ,1,3, ,2,2,2
7216497,3,1,1,1,1,6,3,2,1,3,3,2008667,286952,7,1,3500000, ,2, ,86000,45000,1,3,2,73,5,4, ,3,3,6,2,5,99,0,5,5,6,7,1,4,2,4,1,2,2,1, ,5,2,2,2,2
7216497,3,1,1,1,1,6,3,2,1,3,3,2008667,286952,7,1,3500000, ,2, ,86000,45000,1,3,2,37,7,4, ,2,1,6,2,7,6,5,7,5,7,6,1,2,2,2,2,1,2,5, ,1,1,2,2,2
7216497,3,1,1,1,1,6,3,2,1,3,3,2008667,286952,7,1,3500000, ,2, ,86000,45000,1,2,2,17,9,5, ,2,1,6,2,9,99,10,8,9,0,9,1,2,2,1,2,1,1, ,1,3,2,2,2,2
7216942,1,1,2,1,1,6,3,1,1,3,2,1233949,308487,4,2,620000,2,2, ,25000, ,1,3,1,39,1,6,1,2,3,6,1,9,9,8,9,8,1,9,1,2,2,2,2,1,2,4, ,1,1,2,2,2
7216942,1,1,2,1,1,6,3,1,1,3,2,1233949,308487,4,2,620000,2,2, ,25000, ,1,3,2,37,2,6,1,2,2,6,1,9,2,9,9,9,1,9,1,2,2,2,2,1,2,5, ,4,2,2,2,2
7217257,9,1,1,2,1,4,1,1,1,2,1,630833,630833,1,1,2400000, , , ,0, ,1,3,1,20,1,5, ,2,2,6,1,9,8,9,10,8,3,5,1,9,2,2,2,1,1, ,1,3,2,2,2,2
7217265,9,1,2,1,5,5,4, ,1,1,1,2300000,575000,4,1,2400000, , , , , ,1,3,2,45,1,4, ,3,2,6,1,5,4,4,6,9,0,8,1,3,2,2,1,1,2,3, ,1,2,9,2,2
7217265,9,1,2,1,5,5,4, ,1,1,1,2300000,575000,4,1,2400000, , , , , ,1,3,2,23,3,5, ,2,1,6,1,8,5,5,4,7,0,7,1,2,2,2,1,1,2,5, ,1,2,2,2,2
7217265,9,1,2,1,5,5,4, ,1,1,1,2300000,575000,4,1,2400000, , , , , ,1,3,2,22,3,5, ,2,1,6,1,9,6,5,7,7,0,7,1,2,2,2,2,1,2,5, ,1,1,2,2,2
7217265,9,1,2,1,5,5,4, ,1,1,1,2300000,575000,4,1,2400000, , , , , ,1,2,1,17,3,5, ,2,1,6,1,10,0,10,10,10,0,10,1,2,2,2,2,1,1, ,1,3,2,9,2,2
7217484,1,1,2,1,1,6,4,1,1,3,2,1117500,279375,4,1,300000, ,1, ,79000, ,1,3,1,44,1,2,1,2,2,6,1,8,7,10,7,9,0,8,1,2,2,2,2,1,2,3, ,1,2,2,2,2
7217484,1,1,2,1,1,6,4,1,1,3,2,1117500,279375,4,1,300000, ,1, ,79000, ,1,3,2,38,2,2,1,2,2,6,1,8,99,10,8,9,0,8,1,2,2,2,1,1,2,3, ,4,2,2,2,2
7217484,1,1,2,1,1,6,4,1,1,3,2,1117500,279375,4,1,300000, ,1, ,79000, ,1,3,1,19,3,5, ,1,1,6,1,9,7,10,8,10,0,8,1,2,2,2,2,1,1, ,1,3,2,2,2,2
7217635,1,1,1,1,1,4,3,3,1,4,2,1844666,614888,3,1,800000, ,2, ,120000,40000,1,3,2,79,1,6,1,3,3,6,1,7,0,6,7,7,5,9,1,2,2,3,1,1,2,5, ,4,2,2,2,2
7217635,1,1,1,1,1,4,3,3,1,4,2,1844666,614888,3,1,800000, ,2, ,120000,40000,1,3,1,80,2,6,1,3,3,6,1,7,7,5,6,6,3,5,1,2,2,3,1,1,2,13, ,5,3,2,2,2
7217635,1,1,1,1,1,4,3,3,1,4,2,1844666,614888,3,1,800000, ,2, ,120000,40000,1,3,1,18,4,5, ,3,2,1,1,8,0,7,10,5,3,10,1,2,2,2,2,1,1, ,1,3,2,2,2,2
7217920,2,1,2,1,1,6,5,1,1,3,1,156250,78125,2,2,540000, , , ,33000, ,1,3,2,73,1,6,1,3,3,6,1,5,4,4,6,5,4,7,1,2,2,3,1,1,2,3, ,4,2,2,2,2
7217920,2,1,2,1,1,6,5,1,1,3,1,156250,78125,2,2,540000, , , ,33000, ,1,3,1,79,2,6,1,3,3,6,1,4,5,4,6,4,4,7,1,2,2,2,1,2,2,1, ,5,2,2,2,2
7218261,4,1,1,1,5,2,4,1,1,4,3,478333,79722,6,1,2200000, , , ,24000, ,1,3,2,28,1,5, ,2,2,5,1,8,7,8,7,5,9,10,1,2,2,2,2,1,2,4, ,4,2,2,2,2
7218261,4,1,1,1,5,2,4,1,1,4,3,478333,79722,6,1,2200000, , , ,24000, ,1,2,1,12,3,5, ,2,1,5, , , , , , , , ,1,2,2,2,2,1,1, ,1,3, ,2,2,2
7218305,4,1,1,1,1,4,4,1,1,4,3,1771500,295250,6,1,2100000, ,3, ,0, ,1,3,2,30,1,6,1,2,2,5,1,8,5,4,4,6,0,6,1,2,2,3,2,1,2,5, ,1,2,2,2,2
7218305,4,1,1,1,1,4,4,1,1,4,3,1771500,295250,6,1,2100000, ,3, ,0, ,1,3,1,35,2,6,1,3,2,5,1,8,2,7,5,7,8,8,1,2,2,2,2,1,2,5, ,1,2,2,2,2
7218305,4,1,1,1,1,4,4,1,1,4,3,1771500,295250,6,1,2100000, ,3, ,0, ,1,2,1,16,3,5, ,2,1,5,1,7,3,7,4,8,1,8,2, ,2,2,2,1,1, ,1,3,2,2,2,2
7218308,4,1,1,1,1,4,1,1,1,3,1,1498333,499444,3,1,650000, ,2, ,30000, ,1,3,2,23,1,2,1,2,2,5,1,9,6,9,6,3,3,8,1,2,2,2,2,1,2,5, ,1,2,2,2,2
7218308,4,1,1,1,1,4,1,1,1,3,1,1498333,499444,3,1,650000, ,2, ,30000, ,1,3,1,30,2,2,1,2,2,5,1,9,7,5,6,8,1,8,1,2,2,2,2,1,2,7, ,1,2,2,2,2
7218334,3,1,2,1,3,5,2,2,1,2,2,2199500,366583,6,1,336000,1,1, ,291000, ,1,3,1,62,1,2,1,3,3,6,1,10,10,10,10,10,0,10,1,2,2,3,1,1,2,5, ,1,1,2,2,2
7218334,3,1,2,1,3,5,2,2,1,2,2,2199500,366583,6,1,336000,1,1, ,291000, ,1,3,2,47,2,2,1,2,2,6,1,10,99,8,10,10,0,10,1,2,2,3,2,1,2,3, ,4,2,2,2,2
7218334,3,1,2,1,3,5,2,2,1,2,2,2199500,366583,6,1,336000,1,1, ,291000, ,1,3,1,25,3,2,1,1,1,6,1,8,8,10,8,10,0,10,1,2,2,2,2,1,2,5, ,1,1,2,2,2
7218334,3,1,2,1,3,5,2,2,1,2,2,2199500,366583,6,1,336000,1,1, ,291000, ,1,3,2,25,8,2,1,2,2,6,1,9,99,10,10,10,0,8,1,2,2,2,2,1,2,5, ,4,2,2,2,2
7218686,9,1,1,1,1,6,4,9,1,3,2,35000,5833,6,3,420000, ,2, ,0, ,1,3,2,51,1,5, ,3,3,6,1,10,4,0,1,5,0,4,1,4,2,4,2,1,2,3, ,6,2,2,2,2
7218686,9,1,1,1,1,6,4,9,1,3,2,35000,5833,6,3,420000, ,2, ,0, ,1,3,1,29,3,5, ,2,1,6,2,10,8,10,5,10,2,9,1,2,2,2,2,1,2,3, ,1,2,2,2,2
7218686,9,1,1,1,1,6,4,9,1,3,2,35000,5833,6,3,420000, ,2, ,0, ,1,3,1,27,3,5, ,2,1,6,2,10,5,10,6,10,0,8,1,2,2,2,2,1,2,4, ,1,2,2,2,2
7218686,9,1,1,1,1,6,4,9,1,3,2,35000,5833,6,3,420000, ,2, ,0, ,1,3,2,20,3,5, ,2,1,6,2,9,9,8,9,9,2,5,1,2,2,2,2,1,2,3, ,4,2,2,2,2
7219100,9,1,2,1,1,6,4,2,1,3,1,20815000,20815000,1,1,180000, ,2, ,149000, ,1,3,2,59,1,4, ,3,3,6,1,8,7,9,7,5,0,6,1,2,2,3,2,1,2,4, ,1,2,2,2,2
7219127,9,1,2,1,1,7,4, ,1,2,1,1030000,343333,3,1,120000, , , , , ,1,3,1,51,1,6,1,3,3,6,1,10,9,10,10,8,8,10,1,3,2,2,2,1,2,3, ,1,2,2,2,2
7219127,9,1,2,1,1,7,4, ,1,2,1,1030000,343333,3,1,120000, , , , , ,1,3,2,44,2,6,1,2,2,6,1,10,99,8,10,8,8,10,1,3,2,2,2,1,2,5, ,4,2,2,2,2
7219154,9,1,2,1,1,6,3,1,1,4,3,1570000,523333,3,2,1800000, ,3, ,82000,20000,1,3,1,81,1,6,1,3,3,6,1,5,6,3,4,10,1,8,1,4,2,3,1,1,2,3, ,1,2,2,2,1
7219154,9,1,2,1,1,6,3,1,1,4,3,1570000,523333,3,2,1800000, ,3, ,82000,20000,1,3,2,74,2,6,1,3,3,6,1,9,7,6,7,9,1,9,1,4,2,3,2,1,2,3, ,1,2,2,2,2
7219154,9,1,2,1,1,6,3,1,1,4,3,1570000,523333,3,2,1800000, ,3, ,82000,20000,1,3,1,42,3,5, ,1,1,6,1,9,7,9,9,9,1,10,1,2,2,2,2,1,2,7, ,2,2,2,2,2
7219157,9,1,2,1,1,6,3,2,1,3,2,925000,308333,3,1,900000,1,2, ,110000,9000,1,3,1,69,1,6,1,3,3,6,1,10,8,3,7,9,0,9,1,3,2,3,2,1,2,3, ,1,2,2,2,2
7219157,9,1,2,1,1,6,3,2,1,3,2,925000,308333,3,1,900000,1,2, ,110000,9000,1,3,2,59,2,6,1,3,3,6,1,9,6,7,7,8,2,9,1,3,2,3,2,1,2,3, ,4,2,2,2,2
7219157,9,1,2,1,1,6,3,2,1,3,2,925000,308333,3,1,900000,1,2, ,110000,9000,1,3,2,31,9,5, ,2,2,6,1,8,6,7,7,7,4,7,1,2,2,3,2,1,2,3, ,4,2,2,2,2
7219181,9,1,2,1,1,6,4,1,1,2,1,540000,270000,2,2,360000, ,1, ,59450, ,1,3,1,69,1,6,1,3,3,6,1,8,6,7,9,9,0,8,1,2,2,3,2,1,2,3, ,1,2,2,2,2
7219181,9,1,2,1,1,6,4,1,1,2,1,540000,270000,2,2,360000, ,1, ,59450, ,1,3,2,72,2,6,1,3,3,6,1,9,6,6,7,8,0,8,1,3,2,3,2,1,2,3, ,4,2,2,2,2
7219763,2,1,2,1,1,4,3,0,1,3,2,466666,116666,4,1,800000, ,2, ,0, ,1,3,1,48,1,2,1,3,2,6,1,7,99,2,0,5,9,6,1,2,2,4,2,1,2,3, ,4,2,2,2,2
7219763,2,1,2,1,1,4,3,0,1,3,2,466666,116666,4,1,800000, ,2, ,0, ,1,3,2,43,2,2,1,2,3,6,1,8,5,5,8,4,2,8,1,4,2,4,2,1,2,3, ,4,2,2,2,2
7219763,2,1,2,1,1,4,3,0,1,3,2,466666,116666,4,1,800000, ,2, ,0, ,1,2,2,18,3,5, ,3,1,6,1,10,7,10,8,10,0,6,1,3,2,2,2,1,1, ,1,3,2,2,2,2
7219889,2,1,1,1,1,4,1,3,1,5,1,2314166,578541,4,1,1000000,2,3, ,137000,14000,1,3,2,69,1,3, ,3,3,6,2,8,8,6,8,10,0,8,1,2,2,2,1,1,2,4, ,1,2,2,2,2
7219889,2,1,1,1,1,4,1,3,1,5,1,2314166,578541,4,1,1000000,2,3, ,137000,14000,1,3,2,40,3,5, ,3,1,6,2,9,8,9,9,10,0,9,1,2,2,2,2,1,2,5, ,1,1,2,2,2
7219889,2,1,1,1,1,4,1,3,1,5,1,2314166,578541,4,1,1000000,2,3, ,137000,14000,1,3,2,38,3,4, ,3,1,6,2,9,8,8,9,10,0,8,1,2,2,2,2,1,2,9, ,1,2,2,2,2
7219889,2,1,1,1,1,4,1,3,1,5,1,2314166,578541,4,1,1000000,2,3, ,137000,14000,1,3,2,18,4,5, ,2,1,6,2,8,8,9,8,7,0,8,1,2,2,2,2,1,1, ,1,3,2,2,2,2
7220245,9,1,2,4,5,5,6,0,1,3,2,590000,84285,7,2,1680000, , , ,0, ,1,3,1,51,1,2,1,2,2,1,1,6,5,5,6,10,0,5,1,9,2,3,2,1,2,4, ,6,2,2,2,2
7220245,9,1,2,4,5,5,6,0,1,3,2,590000,84285,7,2,1680000, , , ,0, ,1,3,2,48,2,2,1,2,2,1,1,5,99,6,6,6,4,6,1,2,2,3,2,1,2,3, ,4,2,2,2,2
7220245,9,1,2,4,5,5,6,0,1,3,2,590000,84285,7,2,1680000, , , ,0, ,1,3,1,22,3,5, ,1,1,1,1,8,99,7,7,10,0,7,1,2,2,3,2,1,2,4, ,6,2,2,2,2
7220245,9,1,2,4,5,5,6,0,1,3,2,590000,84285,7,2,1680000, , , ,0, ,1,2,1,17,3,5, ,1,1,1,1,10,99,9,5,10,0,5,1,2,2,2,2,1,2,4, ,4,2,2,2,2
7220245,9,1,2,4,5,5,6,0,1,3,2,590000,84285,7,2,1680000, , , ,0, ,1,3,2,19,3,5, ,1,1,1,1,7,99,4,5,3,6,4,1,2,2,4,1,1,2,5, ,6,2,2,2,2
7220246,9,1,2,4,5,5,4,0,1,7,6,4730000,591250,8,1,840000, ,3, ,14000, ,1,3,1,60,1,2,1,3,2,1,1,8,8,9,10,10,0,8,1,2,2,2,2,1,2,4, ,1,1,2,2,2
7220246,9,1,2,4,5,5,4,0,1,7,6,4730000,591250,8,1,840000, ,3, ,14000, ,1,3,2,46,2,2,1,3,2,1,1,6,99,8,6,8,0,6,1,2,2,2,2,1,2,3, ,6,2,2,2,2
7220246,9,1,2,4,5,5,4,0,1,7,6,4730000,591250,8,1,840000, ,3, ,14000, ,1,3,1,26,3,5, ,1,1,1,1,10,10,5,7,8,10,7,1,2,2,2,2,1,2,7, ,6,1,2,2,2
7220246,9,1,2,4,5,5,4,0,1,7,6,4730000,591250,8,1,840000, ,3, ,14000, ,1,3,1,24,3,5, ,1,1,1,1,10,99,8,5,10,0,6,1,2,2,2,2,1,2,5, ,6,2,2,2,2
7220246,9,1,2,4,5,5,4,0,1,7,6,4730000,591250,8,1,840000, ,3, ,14000, ,1,3,2,29,3,5, ,1,1,1,1,6,99,8,8,7,0,7,1,2,2,2,2,1,2,5, ,6,2,2,2,2
7220246,9,1,2,4,5,5,4,0,1,7,6,4730000,591250,8,1,840000, ,3, ,14000, ,1,3,2,21,3,5, ,1,1,1,1,8,99,8,6,10,0,6,1,2,2,2,2,1,2,5, ,6,2,2,2,2
7220316,4,1,1,2,1,5,1,3,1,2,2,634583,211527,3,1,200000,2,2,2,47000, ,1,3,2,44,1,4, ,3,2,6,1,5,4,3,9,10,0,8,1,3,2,3,1,1,2,3, ,1,2,2,2,2
7220316,4,1,1,2,1,5,1,3,1,2,2,634583,211527,3,1,200000,2,2,2,47000, ,1,2,1,17,3,5, ,2,1,6,2,9,99,9,8,9,0,7,1,3,2,2,2,1,1, ,1,3,2,2,2,2
7220336,4,1,1,2,1,6,3,2,1,2,2,1130000,282500,4,2,300000,2,2, ,24000, ,1,3,1,33,1,2,1,2,3,6,2,8,4,7,9,10,0,9,1,2,2,2,2,1,2,5, ,1,1,2,2,2
7220336,4,1,1,2,1,6,3,2,1,2,2,1130000,282500,4,2,300000,2,2, ,24000, ,1,3,2,29,2,2,1,2,2,6,1,10,99,10,10,10,0,10,1,2,2,2,2,1,2,3, ,4,2,2,2,2
7220362,4,1,1,3,1,4,1,2,1,1,1,500000,500000,1,1,800000, , , ,98, ,1,3,1,21,1,5, ,2,2,6,2,8,99,6,10,8,2,7,1,9,2,3,2,1,1, ,1,3,2,2,9,2
7220375,4,1,1,1,2,4,2,1,1,2,2,829583,207395,4,1,99, ,1, ,29700, ,1,3,2,57,1,5, ,3,2,6,2,10,3,5,10,10,0,8,1,3,2,3,1,1,2,3, ,1,2,2,2,2
7220375,4,1,1,1,2,4,2,1,1,2,2,829583,207395,4,1,99, ,1, ,29700, ,1,3,2,25,3,5, ,2,1,6,1,10,0,10,0,5,5,6,1,2,2,3,2,1,2,5, ,1,2,2,2,2
7220375,4,1,1,1,2,4,2,1,1,2,2,829583,207395,4,1,99, ,1, ,29700, ,1,3,2,30,3,4, ,2,1,6,2,10,99,10,10,7,6,9,1,2,2,3,1,1,2,3, ,4,2,2,2,2
7220397,4,1,1,2,1,4,1,1,1,2,2,500000,166666,3,1,1200000, , , ,15000, ,1,3,1,55,1,6,1,2,2,6,1,5,5,5,5,5,2,7,1,2,2,2,2,1,2,5, ,1,2,2,2,2
7220397,4,1,1,2,1,4,1,1,1,2,2,500000,166666,3,1,1200000, , , ,15000, ,1,3,2,58,2,6,1,2,2,6,2,10,2,8,8,9,2,9,1,2,2,2,2,1,2,4, ,4,2,2,2,2
