DIRECTORIO,REGION,Ubicacion,Tipo_vivienda,Material_exterior,Material_piso,Material_techo,Estrato,Num_Cuartos,Num_cuartos_para_dormir,Ingreso_hogar,Ingreso_percapita,cantidad_personas,Recibieron_Subsidio,Dinero_subsidio,Veces_lavadora,Tamaño_nevera,Horas_pc,Pago_energia,Pago_gas
7191515,2.0,2.0,1.0,5.0,6.0,3.0,1,4,3,596666,119333,5,1,2000000,2,2, ,82000, 
7191516,2.0,2.0,1.0,5.0,4.0,3.0,1,4,4,2309666,461933,5,1,700000,2,2, ,24000, 
7191519,2.0,2.0,1.0,5.0,5.0,4.0,1,3,1,440000,440000,1,1,480000, , , ,8000, 
7191522,2.0,2.0,1.0,5.0,5.0,3.0,1,2,2,66666,66666,1,1,800000,2,2, ,17000, 
7191525,2.0,2.0,1.0,1.0,6.0,4.0,1,2,1,341666,170833,2,1,900000, ,1, ,7000, 
7191528,2.0,2.0,1.0,8.0,6.0,4.0,1,1,1,224166,224166,1,1,650000, , , ,5000, 
7191533,2.0,2.0,1.0,5.0,5.0,3.0,1,4,3,850000,170000,5,1,2400000,2,2, ,23000, 
7191536,2.0,2.0,1.0,1.0,6.0,4.0,1,2,2,390000,97500,4,4,1800000,1,2, ,18000, 
7191537,2.0,2.0,1.0,1.0,4.0,3.0,1,4,4,2250000,450000,5,1,1200000, , , ,15000, 
7191540,2.0,2.0,1.0,1.0,5.0,4.0,1,3,3,850000,212500,4,1,1800000, ,1, ,10000, 
7191545,2.0,2.0,1.0,1.0,6.0,4.0,1,2,1,210000,105000,2,1,720000, , , ,17000, 
7191550,2.0,2.0,1.0,1.0,5.0,4.0,1,3,2,655000,218333,3,1,1800000, ,1, ,10000, 
7191562,2.0,2.0,1.0,5.0,6.0,4.0,1,5,2,1425000,475000,3,1,1200000, ,1, ,15000, 
7191590,2.0,2.0,1.0,1.0,4.0,4.0,0,4,3,1201666,300416,4,1,800000,2,2, ,0, 
7191592,2.0,2.0,1.0,1.0,6.0,4.0,1,3,2,193333,96666,2,1,800000, ,1, ,20900, 
7191595,2.0,2.0,1.0,6.0,6.0,3.0,1,3,2,875000,291666,3,3,1200000, ,1, ,28000, 
7191709,2.0,2.0,1.0,1.0,4.0,4.0,2,2,1,617500,617500,1,1,960000, , , ,8000, 
7192067,3.0,2.0,1.0,5.0,5.0,4.0,1,4,2,1240000,413333,3,1,12000000, ,1, ,22000, 
7192387,2.0,2.0,1.0,1.0,6.0,3.0,9,5,2,2354322,470864,5,1,371875, ,1, ,0, 
7192436,2.0,1.0,1.0,1.0,6.0,4.0, ,1,1,2510000,418333,6,3,600000, , , , , 
7192448,2.0,2.0,1.0,5.0,7.0,4.0, ,2,1,1487635,743817,2,1,360000, , , , , 
7192458,2.0,2.0,2.0,1.0,6.0,4.0,1,3,2,1391125,463708,3,2,624000,2,2, ,30000, 
7192462,2.0,2.0,1.0,1.0,4.0,3.0,4,6,3,3433232,858308,4,1,312000,3,2, ,60000, 
7192463,2.0,2.0,1.0,1.0,6.0,4.0,4,2,2,1310616,262123,5,3,1272000,3,2, ,60000, 
7192465,2.0,1.0,1.0,1.0,4.0,4.0,1,4,3,3377459,675491,5,1,300000,3,2,3,66060,18000
7192467,2.0,1.0,1.0,1.0,4.0,1.0,2,4,3,1328000,332000,4,3,936000,3,2, ,110000,10000
7192468,2.0,2.0,1.0,1.0,4.0,3.0,4,1,1,4576000,1144000,4,1,312000, ,2, ,0, 
7192472,2.0,2.0,1.0,1.0,4.0,3.0,1,4,3,2872666,574533,5,1,312000, ,1, ,45000, 
7192477,2.0,2.0,1.0,5.0,6.0,4.0,1,2,2,1637792,409448,4,2,624000, ,2, ,22000, 
7192482,2.0,2.0,1.0,1.0,6.0,4.0,1,3,2,4283857,428385,10,2,1728000, ,1, ,35000, 
7192559,2.0,2.0,1.0,5.0,7.0,4.0,1,3,3,1906232,381246,5,2,600000, ,1, ,18000, 
7192656,2.0,2.0,1.0,1.0,5.0,3.0,2,4,2,311666,103888,3,1,140000,3,1, ,30000, 
7192845,2.0,2.0,1.0,2.0,4.0,4.0,2,3,1,570000,285000,2,1,600000, ,1, ,17600, 
7193067,7.0,1.0,2.0,1.0,4.0,1.0,2,4,3,2676000,669000,4,1,1200000, ,1, ,10900,15000
7193159,7.0,1.0,1.0,1.0,6.0,4.0,1,3,1,760000,380000,2,2,1320000, ,1, ,32000,47000
7193160,7.0,1.0,1.0,1.0,6.0,3.0,1,3,2,1480866,370216,4,1,813000, , , ,33000, 
7193170,7.0,1.0,1.0,5.0,5.0,3.0,1,4,3,1533666,306733,5,1,400000, ,2, ,236000,33000
7193291,7.0,1.0,1.0,1.0,6.0,2.0,1,3,2,996032,199206,5,4,1400000, , , ,15000,5000
7193400,4.0,1.0,2.0,1.0,6.0,1.0,1,3,2,850000,425000,2,1,1600000, ,2, ,11700,7000
7193699,3.0,2.0,1.0,1.0,4.0,2.0,1,2,2,1930000,482500,4,1,200000,1,1, ,0, 
7193763,3.0,2.0,1.0,1.0,4.0,4.0,1,4,3,946666,236666,4,1,200000,2,1, ,20000, 
7193764,3.0,2.0,1.0,1.0,6.0,4.0, ,1,1,786666,393333,2,1,1000000, , , , , 
7193926,3.0,2.0,1.0,5.0,7.0,4.0, ,1,1,1410000,705000,2,2,16800000, , , , , 
7193938,3.0,1.0,1.0,3.0,6.0,4.0,2,2,1,334166,334166,1,1,410000, ,1, ,15000, 
7193941,3.0,1.0,1.0,1.0,4.0,4.0,1,1,1,891666,445833,2,1,500000,1,1, ,7000,2000
7194048,3.0,1.0,1.0,1.0,6.0,3.0,2,4,1,1200000,1200000,1,1,99, ,1, ,14700,4000
7194092,3.0,1.0,2.0,1.0,4.0,3.0,2,3,2,2049134,512283,4,1,655200,2,2, ,70000,20000
7194210,3.0,2.0,1.0,1.0,6.0,3.0,2,3,2,333333,111111,3,1,250000, ,1, ,11200, 
7194465,6.0,1.0,2.0,1.0,4.0,1.0,3,5,3,2320833,464166,5,1,13200000,2,2, ,50000,10000
7194754,4.0,2.0,1.0,5.0,5.0,4.0,8,3,2,199166,66388,3,1,1100000, , , ,0, 
7194778,4.0,1.0,1.0,5.0,6.0,4.0,8,4,1,157500,157500,1,1,540000, ,1, ,99, 
7194835,4.0,1.0,1.0,5.0,5.0,4.0,8,3,2,380000,126666,3,1,1080000, ,1, ,99, 
7195940,9.0,1.0,2.0,1.0,4.0,1.0,1,4,3,1070666,356888,3,1,400000, ,1, ,66000,63000
7196457,9.0,2.0,1.0,2.0,7.0,6.0, ,1,1,58333,58333,1,1,500000, , , , , 
7196458,9.0,2.0,1.0,2.0,6.0,4.0,1,4,3,491666,163888,3,2,140000, ,1, ,43000, 
7196477,9.0,2.0,1.0,1.0,6.0,4.0,1,3,2,375000,125000,3,1,240000,2,2, ,30000,18000
7196499,9.0,2.0,1.0,1.0,6.0,4.0,1,2,1,451666,225833,2,1,600000, ,1, ,48000,12000
7196644,9.0,2.0,1.0,1.0,6.0,3.0,1,4,3,4217500,702916,6,2,600000,2,2, ,40000,18000
7196649,9.0,2.0,1.0,1.0,4.0,4.0,1,3,1,433333,433333,1,1,400000, ,2, ,23000,5000
7196859,9.0,2.0,1.0,1.0,6.0,4.0,1,2,1,1129166,564583,2,1,350000, ,1, ,90000, 
7197045,1.0,1.0,2.0,1.0,4.0,3.0,2,4,3,2387000,477400,5,1,400000,1,1, ,72000,23000
7197089,1.0,1.0,1.0,1.0,7.0,4.0,1,2,1,369166,61527,6,1,1500000, , , ,0,8815
7197116,1.0,2.0,1.0,5.0,7.0,4.0,0,4,2,1174000,167714,7,1,960000,2, , ,0, 
7197141,1.0,1.0,1.0,5.0,7.0,4.0,9,2,1,353000,70600,5,1,1020000, ,1, ,0,37500
7197147,1.0,2.0,1.0,5.0,7.0,4.0,0,3,2,369000,92250,4,1,1020000, , , ,0, 
7197382,1.0,2.0,1.0,1.0,7.0,3.0,1,3,3,987316,123414,8,1,380000, , , ,25000, 
7197491,3.0,2.0,1.0,1.0,4.0,4.0,1,4,3,1643166,273861,6,1,2000000,2,1, ,58000, 
7197497,3.0,2.0,1.0,5.0,6.0,4.0,1,4,2,1254166,313541,4,1,2000000, ,2, ,40000, 
7197500,3.0,2.0,1.0,1.0,6.0,4.0,1,4,2,1496666,498888,3,1,2000000, ,2, ,26000, 
7197505,3.0,2.0,1.0,5.0,6.0,4.0,1,3,2,946000,315333,3,1,2000000, , , ,5000, 
7197523,3.0,2.0,1.0,5.0,5.0,4.0,1,4,2,1198833,399611,3,1,2000000, ,1, ,7000, 
7197557,3.0,1.0,1.0,1.0,6.0,4.0,1,1,1,925000,925000,1,1,3600000, , , ,1300, 
7197573,3.0,1.0,2.0,1.0,6.0,4.0,1,3,2,845000,422500,2,2,600000, ,2, ,24000, 
7197589,3.0,1.0,1.0,1.0,6.0,4.0,9,3,2,1494583,186822,8,1,775000, ,2, ,30000, 
7197598,3.0,1.0,1.0,1.0,4.0,4.0,1,3,2,1061666,176944,6,3,180000, ,1, ,20000, 
7197603,3.0,1.0,1.0,1.0,6.0,4.0,1,3,2,1043333,347777,3,3,900000, ,2, ,28000, 
7197605,3.0,1.0,1.0,1.0,6.0,4.0,1,3,2,2503333,834444,3,2,400000, ,1, ,28000, 
7197614,3.0,1.0,2.0,1.0,4.0,4.0,1,3,1,148333,74166,2,2,400000, ,2, ,18000, 
7197702,3.0,2.0,1.0,5.0,6.0,4.0,1,5,2,1466666,733333,2,1,8000000, ,1, ,17000, 
7197712,3.0,2.0,1.0,5.0,6.0,4.0,1,3,1,91833,45916,2,1,36000, , , ,27000, 
7197713,3.0,2.0,1.0,5.0,6.0,4.0,1,1,1,268333,268333,1,1,200000, , , ,5000, 
7197715,3.0,2.0,1.0,5.0,6.0,4.0,1,2,2,1053000,263250,4,1,90000, ,1, ,25000, 
7197718,3.0,2.0,1.0,5.0,6.0,4.0,1,3,2,825000,275000,3,1,2000000, ,1, ,8000, 
7198060,3.0,2.0,1.0,4.0,6.0,4.0,1,3,2,665666,166416,4,1,412000, ,2, ,31800, 
7198232,2.0,2.0,1.0,1.0,6.0,4.0,3,3,2,1666500,416625,4,2,100000, ,1, ,0, 
7198363,2.0,1.0,1.0,1.0,7.0,4.0,1,4,3,973333,324444,3,1,760000, ,2, ,30000,8000
7198406,2.0,1.0,1.0,5.0,7.0,4.0,1,3,3,847000,77000,11,1,1200000, ,1, ,20000, 
7198417,2.0,1.0,2.0,1.0,4.0,3.0,2,4,3,2275000,455000,5,1,2400000,2,1, ,60000,30000
7198710,3.0,1.0,2.0,1.0,4.0,4.0,1,2,1,2630000,1315000,2,1,600000,2,2, ,60000,19000
7199221,1.0,2.0,1.0,5.0,7.0,4.0,1,4,3,950416,237604,4,1,900000, , , ,0, 
7199229,1.0,2.0,1.0,5.0,7.0,4.0,1,4,3,293750,97916,3,1,700000, , , ,29000, 
7199329,3.0,1.0,2.0,5.0,6.0,4.0,1,1,1,1076666,358888,3,2,350000,2,2,1,20000, 
7199375,3.0,2.0,1.0,1.0,4.0,4.0,1,3,2,115000,57500,2,1,1140000, , , ,5500, 
7199486,3.0,2.0,1.0,5.0,6.0,4.0,1,3,1,1400000,700000,2,1,9600000,2,1, ,28000, 
7199543,3.0,2.0,1.0,5.0,5.0,4.0,9,2,1,400000,200000,2,2,1200000, , , ,0, 
7199557,3.0,2.0,1.0,5.0,7.0,4.0,1,4,1,883333,220833,4,1,4000000,3,2, ,21000, 
7199560,3.0,2.0,1.0,5.0,6.0,4.0,1,3,3,685000,228333,3,1,4000000, ,1, ,9140, 
7199574,3.0,1.0,2.0,1.0,4.0,3.0,1,4,3,2360282,786760,3,2,1600000, ,1,2,16000,24000
7199820,2.0,2.0,3.0,1.0,6.0,3.0,0,1,1,730000,243333,3,2,1800000, ,2, ,0, 
7199998,2.0,2.0,1.0,2.0,7.0,4.0,1,2,2,483333,120833,4,1,200000, , , ,3000, 
7200043,7.0,1.0,1.0,1.0,6.0,2.0,2,2,1,410000,410000,1,1,960000,1,2, ,37162, 
7200090,4.0,1.0,1.0,1.0,6.0,4.0,1,4,3,991666,198333,5,1,2000000,2,2, ,85000, 
7200092,4.0,1.0,1.0,6.0,5.0,4.0,1,4,3,1368333,152037,9,5,1160000, ,2, ,85000, 
7200093,4.0,1.0,1.0,5.0,5.0,4.0,1,4,4,736666,122777,6,1,700000, , , ,30000, 
7200117,4.0,2.0,1.0,1.0,4.0,4.0,1,3,2,711666,237222,3,1,1000000, ,1, ,40000, 
7200125,4.0,2.0,1.0,1.0,6.0,4.0,1,2,1,1141666,570833,2,1,600000, ,1, ,300000, 
7200127,4.0,2.0,1.0,1.0,6.0,4.0,0,4,3,1773333,443333,4,3,700000,2,2, ,0, 
7200128,4.0,2.0,1.0,1.0,6.0,4.0,1,3,2,1630183,326036,5,4,826000,3,1, ,22500, 
7200133,4.0,2.0,1.0,1.0,6.0,4.0,1,3,2,1720000,215000,8,1,200000,2,2, ,50000, 
7200149,4.0,2.0,1.0,5.0,5.0,4.0,0,2,2,595000,297500,2,1,2400000, , , ,0, 
7200155,4.0,2.0,1.0,5.0,5.0,4.0,8,3,2,1223333,305833,4,1,1300000,2, , ,20000, 
7200161,4.0,2.0,1.0,5.0,5.0,4.0,8,2,1,674166,337083,2,1,40000,1,1, ,20000, 
7200167,4.0,2.0,1.0,5.0,5.0,3.0,1,3,2,1081666,270416,4,1,540000, , , ,12000, 
7200177,4.0,2.0,1.0,5.0,5.0,4.0,1,2,1,634666,317333,2,1,800000, , , ,20000, 
7200195,4.0,2.0,1.0,5.0,5.0,4.0,8,2,1,664166,664166,1,1,410000, , , ,10000, 
7200196,4.0,2.0,1.0,5.0,5.0,4.0,8,3,2,872583,290861,3,1,1051000,2,1, ,15000, 
7200205,4.0,2.0,1.0,6.0,6.0,4.0,1,5,3,986666,197333,5,1,1400000, ,2, ,50000, 
7200209,4.0,2.0,1.0,5.0,5.0,4.0,1,1,1,722500,361250,2,1,510000, ,1, ,20000, 
7200210,4.0,2.0,1.0,5.0,6.0,4.0,1,4,3,797500,265833,3,1,570000, ,1, ,25000, 
7200211,4.0,2.0,1.0,5.0,6.0,3.0,1,3,2,730000,146000,5,3,4000000, , , ,20000, 
7200212,4.0,2.0,1.0,5.0,4.0,4.0,1,3,1,1023333,511666,2,1,280000,2,1, ,20000, 
7200221,4.0,2.0,1.0,5.0,4.0,4.0,1,4,2,935833,187166,5,4,1150000,3,1, ,30000, 
7200235,4.0,1.0,1.0,1.0,6.0,4.0,1,2,2,1056666,264166,4,1,200000,2,1, ,28000, 
7200237,4.0,1.0,1.0,5.0,5.0,4.0,1,5,3,2611000,522200,5,3,232000,2,1, ,28000, 
7200238,4.0,1.0,1.0,1.0,4.0,4.0,1,3,2,1047916,261979,4,1,615000,1,1, ,28000, 
7200242,4.0,1.0,1.0,5.0,5.0,4.0,1,5,3,1415833,202261,7,2,900000,1,1, ,29000, 
7200243,4.0,1.0,1.0,5.0,5.0,4.0,1,3,2,831666,277222,3,2,800000, , , ,28000, 
7200245,4.0,1.0,1.0,5.0,5.0,4.0,1,3,3,890000,98888,9,7,99, , , ,28000, 
7200250,4.0,1.0,1.0,5.0,5.0,4.0,1,3,2,896666,179333,5,1,120000,2,1, ,28000, 
7200251,4.0,1.0,1.0,5.0,5.0,4.0,1,4,2,1297000,324250,4,2,300000,2,1, ,30000, 
7200253,4.0,1.0,1.0,5.0,5.0,4.0,1,3,2,1030000,257500,4,1,900000, ,1, ,28000, 
7200259,4.0,1.0,1.0,5.0,5.0,4.0,1,3,1,641666,641666,1,1,300000, ,1, ,25000, 
7200268,4.0,1.0,1.0,1.0,5.0,1.0,1,6,4,2789000,557800,5,1,760000, ,1, ,28000, 
7200269,4.0,1.0,2.0,5.0,5.0,4.0,1,2,1,890000,296666,3,1,1200000,3, , ,28000, 
7200275,4.0,1.0,1.0,5.0,5.0,4.0,1,5,4,2270333,252259,9,1,3000000, ,1, ,28000, 
7200277,4.0,1.0,1.0,5.0,5.0,4.0,1,4,2,716666,358333,2,1,200000,1,1, ,28000, 
7200288,4.0,1.0,1.0,5.0,5.0,4.0,1,3,2,867500,108437,8,5,750000,2, , ,30000, 
7200289,4.0,1.0,1.0,1.0,5.0,4.0,1,4,4,2175833,241759,9,9,550000, ,2, ,28000, 
7200290,4.0,1.0,1.0,5.0,5.0,4.0,1,4,2,1507916,251319,6,1,1045000,1,1, ,28000, 
7200293,4.0,2.0,1.0,5.0,5.0,4.0,8,2,2,1958333,489583,4,1,400000, ,1, ,20000, 
7200299,4.0,2.0,1.0,5.0,5.0,4.0,8,4,1,403333,403333,1,1,640000, , , ,10000, 
7200301,4.0,2.0,1.0,1.0,6.0,3.0,8,2,1,702500,234166,3,1,30000, ,1, ,20000, 
7200307,4.0,2.0,1.0,5.0,5.0,4.0,8,5,4,2008333,286904,7,5,700000, , , ,10000, 
7200309,4.0,2.0,1.0,5.0,5.0,4.0,8,1,1,1098333,366111,3,1,400000,2, , ,10000, 
7200311,4.0,2.0,1.0,5.0,4.0,3.0,8,2,2,807583,403791,2,1,100000,2, , ,10000, 
7200317,4.0,2.0,1.0,5.0,5.0,4.0,8,2,2,560000,186666,3,2,840000, , , ,10000, 
7200321,4.0,2.0,1.0,1.0,6.0,4.0,8,2,1,960250,480125,2,2,723000, , , ,10000, 
7200323,4.0,2.0,1.0,5.0,5.0,3.0,8,3,1,1356666,452222,3,3,200000, , , ,10000, 
7200325,4.0,2.0,1.0,5.0,5.0,4.0,8,3,2,1237083,412361,3,3,600000, , , ,10000, 
7200328,4.0,2.0,1.0,5.0,6.0,3.0,8,3,3,966166,241541,4,4,780000, , , ,10000, 
7200329,4.0,2.0,1.0,5.0,5.0,4.0,8,2,2,748333,249444,3,2,700000, ,1, ,10000, 
7200337,4.0,2.0,1.0,5.0,5.0,4.0,1,3,2,1287500,257500,5,4,410000,2,2, ,28000, 
7200573,3.0,1.0,1.0,1.0,4.0,3.0,2,4,1,708333,354166,2,1,400000, ,1, ,5600,12000
7200997,9.0,1.0,1.0,1.0,6.0,4.0,1,3,2,1802379,360475,5,2,18218552,2,2, ,32100,20000
7201045,1.0,1.0,1.0,1.0,4.0,3.0,1,4,2,1631000,543666,3,1,900000, ,1, ,30000,16000
7201046,1.0,1.0,1.0,1.0,6.0,3.0,1,2,1,391666,391666,1,1,1000000, ,1, ,43000, 
7201108,1.0,1.0,1.0,1.0,6.0,3.0,1,3,2,1815000,201666,9,1,1600000,3,2, ,0,37000
7201620,5.0,1.0,1.0,1.0,4.0,4.0,1,2,1,1895000,631666,3,2,2280000,3,2, ,20000,20000
7201728,5.0,1.0,3.0,1.0,4.0,4.0,1,1,1,756250,756250,1,1,1700000, , , ,97, 
7201819,2.0,2.0,1.0,1.0,6.0,3.0,0,2,1,601666,200555,3,3,4320000, ,2, ,19000, 
7201830,2.0,2.0,1.0,1.0,6.0,3.0,1,3,2,1342500,447500,3,1,1200000, ,2, ,13800, 
7201831,2.0,2.0,1.0,1.0,6.0,4.0,1,3,2,525833,175277,3,1,120000,1,1, ,18000, 
7201834,2.0,2.0,1.0,1.0,6.0,4.0,1,2,1,350000,350000,1,1,1000000, ,1, ,15000, 
7201838,2.0,2.0,1.0,6.0,6.0,3.0,1,2,1,416666,208333,2,1,1000000, , , ,15000, 
7201841,2.0,2.0,1.0,1.0,5.0,4.0,1,4,3,1250000,625000,2,1,1200000, ,1, ,20000, 
7201844,2.0,2.0,1.0,1.0,6.0,4.0,0,3,2,510000,170000,3,1,960000, ,1, ,10000, 
7201846,2.0,2.0,1.0,1.0,6.0,4.0,1,3,1,1323333,441111,3,1,1500000, ,2, ,30000, 
7201853,2.0,2.0,1.0,8.0,6.0,4.0,1,2,2,918333,229583,4,1,2500000,1,1, ,22000, 
7201858,2.0,2.0,1.0,1.0,6.0,2.0,0,3,1,750000,750000,1,1,1200000, , , ,12000,0
7201863,2.0,2.0,1.0,1.0,4.0,2.0,0,3,2,795000,198750,4,4,1200000, ,1, ,25000, 
7201864,2.0,2.0,1.0,1.0,6.0,4.0,0,4,2,325000,108333,3,1,99, , , ,99, 
7201868,2.0,2.0,1.0,1.0,6.0,4.0,0,4,2,1650000,412500,4,3,99,2,2, ,15000, 
7201869,2.0,2.0,1.0,1.0,6.0,4.0,0,4,2,675000,225000,3,3,1200000, ,1, ,25000, 
7201879,2.0,2.0,1.0,1.0,6.0,3.0,1,2,1,816666,816666,1,1,800000, ,2, ,15000, 
7201880,2.0,2.0,1.0,1.0,4.0,4.0,0,4,3,1830000,366000,5,4,99, ,1, ,26000, 
7201901,2.0,2.0,1.0,1.0,6.0,3.0,0,2,1,120000,60000,2,2,99, ,3, ,10000, 
7201919,2.0,2.0,1.0,1.0,6.0,4.0,1,1,1,476916,158972,3,1,103000, , , ,22500,22500
7201920,2.0,2.0,1.0,6.0,4.0,3.0,2,3,2,1355000,451666,3,2,1560000, ,2, ,22500,22500
7201967,2.0,2.0,1.0,1.0,4.0,3.0,2,4,1,300000,300000,1,1,1200000, , , ,12400, 
7202126,2.0,2.0,1.0,1.0,6.0,4.0,2,3,2,1177616,588808,2,1,840000, ,1, ,5000, 
7202175,3.0,2.0,1.0,1.0,6.0,4.0,8,3,2,922000,230500,4,1,8400000, ,1, ,0, 
7202201,3.0,1.0,2.0,1.0,6.0,4.0,1,3,1,620833,310416,2,1,250000, , , ,18000, 
7202235,3.0,2.0,1.0,5.0,7.0,4.0,9,3,2,1280000,320000,4,2,1500000, , , ,0, 
7202236,3.0,2.0,1.0,5.0,6.0,4.0,9,3,2,991666,198333,5,2,1500000, , , ,0, 
7202237,3.0,2.0,1.0,5.0,7.0,4.0,9,3,2,1093333,156190,7,2,1500000, , , ,0, 
7202286,3.0,2.0,1.0,8.0,7.0,4.0, ,1,1,398333,398333,1,1,700000, , , , , 
7202309,2.0,2.0,1.0,1.0,4.0,4.0,2,4,2,766833,191708,4,1,400000, , , ,60000, 
7202570,2.0,1.0,1.0,1.0,6.0,4.0,1,3,2,4643991,1160997,4,1,360000,3,2, ,20000,7000
7202571,2.0,2.0,1.0,1.0,4.0,4.0,1,4,2,1057116,264279,4,1,384000, ,1, ,97000, 
7202576,2.0,2.0,1.0,1.0,4.0,1.0,1,4,3,1385125,277025,5,3,936000,1,2,7,59000, 
7202590,2.0,2.0,2.0,1.0,7.0,3.0,1,2,1,1988183,397636,5,3,1080000,3,1, ,30000, 
7202609,2.0,2.0,1.0,5.0,7.0,4.0,0,2,2,1377500,275500,5,1,480000,3,2, ,0, 
7202614,2.0,2.0,1.0,8.0,7.0,4.0,0,3,2,1138000,227600,5,2,960000, ,1, ,15000, 
7202639,2.0,2.0,1.0,1.0,6.0,4.0,2,3,1,1468333,489444,3,1,100000,3,1, ,56000, 
7202645,2.0,2.0,1.0,1.0,6.0,4.0,1,3,2,1452125,242020,6,3,936000,3,1, ,42700,16000
7202791,2.0,1.0,1.0,1.0,4.0,4.0,3,4,2,2783333,1391666,2,1,4000000,2,1,6,42000, 
7202846,2.0,2.0,1.0,1.0,4.0,3.0,2,4,2,697500,139500,5,5,750000, , , ,16400, 
7202855,7.0,1.0,1.0,1.0,4.0,1.0,2,4,3,3703250,925812,4,1,279000,2,1,2,54000,14000
7202860,7.0,1.0,2.0,1.0,4.0,1.0,2,4,3,1476282,492094,3,1,1200000,2,1,1,47000,14000
7202962,,,,,,,,4,3,886666,147777,6,1,1400000, ,1, ,30000, 
7202993,4.0,1.0,1.0,1.0,6.0,4.0,1,5,4,1140833,190138,6,1,700000, ,1, ,40000, 
7203007,4.0,2.0,1.0,5.0,5.0,4.0,8,3,2,1033333,258333,4,4,1000000, , , ,0, 
7203023,4.0,2.0,1.0,5.0,6.0,4.0,8,4,3,1033333,258333,4,1,700000, ,1, ,0, 
7203042,4.0,2.0,1.0,5.0,5.0,4.0,8,4,3,699166,139833,5,1,800000, ,1, ,0, 
7203052,4.0,1.0,2.0,1.0,6.0,1.0,1,2,1,1132616,566308,2,1,54000,2,1, ,13000, 
7203063,4.0,1.0,3.0,1.0,6.0,4.0,1,1,1,576666,288333,2,1,800000, ,1, ,3000, 
7203103,4.0,2.0,1.0,1.0,6.0,4.0,1,2,2,387500,193750,2,2,350000, ,1, ,4000, 
7203169,4.0,2.0,1.0,5.0,7.0,4.0,9,3,1,1902500,1902500,1,1,430000, , , ,17300, 
7203182,4.0,2.0,1.0,1.0,4.0,4.0,1,3,3,1645282,411320,4,1,1000000, , , ,16000, 
7203297,4.0,2.0,1.0,1.0,4.0,3.0,1,3,2,379166,126388,3,1,450000, ,1, ,13700, 
7203633,3.0,2.0,1.0,1.0,6.0,2.0,1,2,2,1890000,472500,4,3,700000,1,1, ,0, 
7203899,3.0,1.0,2.0,1.0,4.0,1.0,4,4,2,1166666,583333,2,1,800000,1,1,20,53000, 
7204003,3.0,2.0,2.0,1.0,6.0,3.0,1,3,1,841666,420833,2,1,500000, ,1,3,35000,6000
7204083,6.0,1.0,2.0,1.0,4.0,1.0,3,5,3,1450000,362500,4,2,240000,2,2, ,32000,12000
7204478,4.0,1.0,1.0,1.0,6.0,4.0,1,3,2,1210000,172857,7,1,800000, , , ,27840, 
7204529,4.0,1.0,1.0,1.0,4.0,4.0,1,3,2,2002666,667555,3,1,740000,4,2, ,48000, 
7204541,4.0,1.0,1.0,1.0,2.0,4.0,1,3,2,220000,110000,2,1,780000,4,1, ,35000, 
7204596,4.0,1.0,1.0,5.0,5.0,4.0,1,3,2,370000,74000,5,1,1800000, ,1, ,17000, 
7204599,4.0,1.0,1.0,5.0,5.0,4.0, ,2,1,201666,201666,1,1,560000, , , , , 
7204600,4.0,1.0,1.0,5.0,5.0,4.0,1,3,1,33000,16500,2,1,360000, ,1, ,25000, 
7204613,4.0,1.0,1.0,6.0,5.0,4.0, ,2,1,766666,766666,1,1,780000, , , , , 
7204848,9.0,1.0,1.0,1.0,6.0,4.0,2,3,1,966666,966666,1,1,800000, , , ,19000, 
7204930,9.0,2.0,1.0,5.0,5.0,4.0,1,5,4,1351666,135166,10,1,350000, ,2, ,600000, 
7205553,1.0,2.0,1.0,5.0,7.0,4.0, ,2,2,1124333,562166,2,2,772000, , , , , 
7205554,1.0,2.0,1.0,5.0,7.0,4.0,8,3,2,1966666,491666,4,2,18000000, , , ,0, 
7205720,1.0,1.0,3.0,5.0,6.0,3.0,1,1,1,155000,155000,1,1,900000, ,1, ,0, 
7205736,1.0,1.0,1.0,1.0,7.0,4.0,1,1,1,365833,60972,6,1,1240000, , , ,0,0
7206373,2.0,2.0,1.0,2.0,6.0,2.0,1,2,1,1066666,533333,2,1,2000000, , , ,22000, 
7206500,2.0,1.0,2.0,1.0,4.0,1.0,5,8,3,5256232,1051246,5,2,2400000,3,2,1,150000,110000
7206530,2.0,2.0,1.0,3.0,6.0,4.0, ,2,1,474583,474583,1,1,980000, , , , , 
7206546,7.0,1.0,2.0,1.0,4.0,1.0,2,3,2,780000,390000,2,1,960000, ,1, ,29000,7000
7206587,4.0,1.0,1.0,1.0,4.0,4.0,1,5,4,1921666,213518,9,1,500000,2,1, ,54000, 
7206594,4.0,1.0,2.0,5.0,5.0,4.0,1,3,2,855000,171000,5,1,1800000, ,1, ,15000, 
7206596,4.0,1.0,1.0,5.0,5.0,4.0,1,3,2,604583,201527,3,1,775000, ,1, ,24000, 
7206600,4.0,1.0,1.0,5.0,5.0,4.0,1,4,3,1483333,247222,6,1,700000, ,1, ,25000, 
7206608,4.0,1.0,1.0,5.0,5.0,4.0,1,5,4,1642500,273750,6,1,450000, ,1, ,38000, 
7206632,4.0,1.0,1.0,1.0,6.0,1.0,1,4,3,1137500,284375,4,3,300000, ,1, ,50000, 
7206641,4.0,1.0,1.0,5.0,5.0,4.0,1,4,3,942500,188500,5,1,430000, , , ,5000, 
